municipio_distrito;fecha_informe;casos_confirmados_activos_ultimos_14dias;tasa_incidencia_acumulada_activos_ultimos_14dias;casos_confirmados_ultimos_14dias;tasa_incidencia_acumulada_ultimos_14dias;casos_confirmados_totales;tasa_incidencia_acumulada_total;codigo_geometria
Lozoya;2020/11/10 10:27:00;;;9;1549,05;14;2409,64;761
Collado Villalba;2020/11/10 10:27:00;;;395;620,3;3062;4808,49;474
Colmenarejo;2020/11/10 10:27:00;;;20;219,06;288;3154,44;442
Villavieja del Lozoya;2020/11/10 10:27:00;;;;1581,03;7;2766,8;1821
Prádena del Rincón;2020/11/10 10:27:00;;;;0;;854,7;1179
La Cabrera;2020/11/10 10:27:00;;;11;412,45;122;4574,43;301
Sevilla la Nueva;2020/11/10 10:27:00;;;40;429,28;357;3831,29;1415
Redueña;2020/11/10 10:27:00;;;;0;6;2307,69;1219
Robledillo de la Jara;2020/11/10 10:27:00;;;;1250;8;10000;1245
La Serna del Monte;2020/11/10 10:27:00;;;;1234,57;5;6172,84;1381
Colmenar de Oreja;2020/11/10 10:27:00;;;91;1132,97;336;4183,27;437
Rozas de Puerto Real;2020/11/10 10:27:00;;;;0;20;3773,58;1283
Valdemanco;2020/11/10 10:27:00;;;;109,41;21;2297,59;1586
Brunete;2020/11/10 10:27:00;;;29;270,12;354;3297,32;262
Titulcia;2020/11/10 10:27:00;;;;152,32;34;2589,49;1473
Villa del Prado;2020/11/10 10:27:00;;;17;260,74;478;7331,29;1718
Lozoyuela-Navas-Sieteiglesias;2020/11/10 10:27:00;;;6;461,89;43;3310,24;9015
Quijorna;2020/11/10 10:27:00;;;11;319,86;119;3460,31;1198
Valdemoro;2020/11/10 10:27:00;;;177;232,95;2527;3325,74;1610
Tres Cantos;2020/11/10 10:27:00;;;125;261,93;1440;3017,48;9036
Torrelaguna;2020/11/10 10:27:00;;;17;357,14;253;5315,13;1512
Rivas-Vaciamadrid;2020/11/10 10:27:00;;;242;274,53;3320;3766,31;1230
El Atazar;2020/11/10 10:27:00;;;;0;;1123,6;164
Pedrezuela;2020/11/10 10:27:00;;;36;611;216;3665,99;1087
Santa María de la Alameda;2020/11/10 10:27:00;;;;159,49;33;2631,58;1356
Horcajuelo de la Sierra;2020/11/10 10:27:00;;;;0;;1162,79;719
Arroyomolinos;2020/11/10 10:27:00;;;78;248,44;915;2914,38;151
Moralzarzal;2020/11/10 10:27:00;;;89;683,25;475;3646,55;908
Canencia;2020/11/10 10:27:00;;;7;1566;25;5592,84;344
Villarejo de Salvanés;2020/11/10 10:27:00;;;44;599,86;383;5221,54;1809
Serranillos del Valle;2020/11/10 10:27:00;;;;48,02;171;4105,64;1408
Villaviciosa de Odón;2020/11/10 10:27:00;;;73;262,26;829;2978,26;1816
Camarma de Esteruelas;2020/11/10 10:27:00;;;14;190,84;164;2235,55;323
Robledo de Chavela;2020/11/10 10:27:00;;;7;163,93;116;2716,63;1258
Patones;2020/11/10 10:27:00;;;;184,84;28;5175,6;1071
Navalagamella;2020/11/10 10:27:00;;;7;268,2;110;4214,56;954
Rascafría;2020/11/10 10:27:00;;;5;300,48;50;3004,81;1202
El Boalo;2020/11/10 10:27:00;;;57;759,19;322;4288,76;231
Majadahonda;2020/11/10 10:27:00;;;308;428,81;3488;4856,18;800
Batres;2020/11/10 10:27:00;;;;0;39;2315,91;170
Alcobendas;2020/11/10 10:27:00;;;335;286,23;6497;5551,09;66
Alcalá de Henares;2020/11/10 10:27:00;;;390;199,34;7503;3834,93;53
Colmenar Viejo;2020/11/10 10:27:00;;;214;421,66;2355;4640,21;455
San Fernando de Henares;2020/11/10 10:27:00;;;93;235,85;1743;4420,27;1300
Villalbilla;2020/11/10 10:27:00;;;28;201,76;351;2529,18;1723
El Escorial;2020/11/10 10:27:00;;;53;327,93;551;3409,23;549
Colmenar del Arroyo;2020/11/10 10:27:00;;;;115,94;97;5623,19;421
Torrejón de Ardoz;2020/11/10 10:27:00;;;335;254,99;6598;5022,23;1489
Piñuécar-Gandullas;2020/11/10 10:27:00;;;;540,54;5;2702,7;1147
Brea de Tajo;2020/11/10 10:27:00;;;11;2099,24;44;8396,95;259
El Molar;2020/11/10 10:27:00;;;24;268,52;362;4050,12;869
Belmonte de Tajo;2020/11/10 10:27:00;;;;120,19;41;2463,94;199
Torres de la Alameda;2020/11/10 10:27:00;;;25;321,38;313;4023,65;1548
Somosierra;2020/11/10 10:27:00;;;;0;;2325,58;1436
Alpedrete;2020/11/10 10:27:00;;;80;548,89;589;4041,17;105
Orusco de Tajuña;2020/11/10 10:27:00;;;6;482,32;65;5225,08;1028
La Hiruela;2020/11/10 10:27:00;;;;0;;3508,77;698
Cervera de Buitrago;2020/11/10 10:27:00;;;;0;9;6000;395
Getafe;2020/11/10 10:27:00;;;452;246,49;8158;4448,83;650
Ribatejada;2020/11/10 10:27:00;;;;0;17;2171,14;1224
Villaconejos;2020/11/10 10:27:00;;;36;1062,57;160;4722,55;1701
Valdetorres de Jarama;2020/11/10 10:27:00;;;17;378,03;118;2623,97;1646
Puebla de la Sierra;2020/11/10 10:27:00;;;;0;;0;
La Acebeda;2020/11/10 10:27:00;;;;0;;0;
Pozuelo de Alarcón;2020/11/10 10:27:00;;;261;302,01;3423;3960,8;1150
Madrid-Retiro;2020/11/03 10:02:00;;;399;334,4;5228;4381,61;79603
Madrid-Salamanca;2020/11/03 10:02:00;;;547;374,39;6366;4357,17;79604
Madrid-Centro;2020/11/03 10:02:00;;;454;336,68;6348;4707,52;79601
Madrid-Arganzuela;2020/11/03 10:02:00;;;501;325,74;6946;4516,17;79602
Madrid-Chamartín;2020/11/03 10:02:00;;;519;355,85;6090;4175,55;79605
Madrid-Tetuán;2020/11/03 10:02:00;;;648;410,07;7867;4978,39;79606
Madrid-Chamberí;2020/11/03 10:02:00;;;671;481,42;6178;4432,52;79607
Madrid-Fuencarral-El Pardo;2020/11/03 10:02:00;;;780;317,15;9829;3996,52;79608
Madrid-Moncloa-Aravaca;2020/11/03 10:02:00;;;547;458,05;5442;4557,06;79609
Madrid-Latina;2020/11/03 10:02:00;;;732;307,28;12188;5116,32;79610
Madrid-Carabanchel;2020/11/03 10:02:00;;;804;317,66;15257;6028,08;79611
Madrid-Usera;2020/11/03 10:02:00;;;400;286,24;9196;6580,75;79612
Madrid-Puente de Vallecas;2020/11/03 10:02:00;;;930;395,99;18028;7676,16;79613
Madrid-San Blas - Canillejas;2020/11/03 10:02:00;;;507;320,6;7348;4646,46;79620
Madrid-Barajas;2020/11/03 10:02:00;;;106;216,57;1855;3789,97;79621
Madrid-Moratalaz;2020/11/03 10:02:00;;;367;388,07;4952;5236,33;79614
Madrid-Ciudad Lineal;2020/11/03 10:02:00;;;825;381,44;11056;5111,8;79615
Madrid-Hortaleza;2020/11/03 10:02:00;;;572;303,95;7182;3816,42;79616
Madrid-Villaverde;2020/11/03 10:02:00;;;486;326,29;9502;6379,49;79617
Madrid-Villa de Vallecas;2020/11/03 10:02:00;;;363;328,91;5806;5260,73;79618
Madrid-Vicálvaro;2020/11/03 10:02:00;;;214;296,85;3554;4929,88;79619
Alcorcón;2020/11/03 10:02:00;;;460;269,77;7233;4241,88;72
Navalcarnero;2020/11/03 10:02:00;;;75;255,99;868;2962,66;967
San Agustín del Guadalix;2020/11/03 10:02:00;;;69;515,73;570;4260,41;1296
Las Rozas de Madrid;2020/11/03 10:02:00;;;379;395,56;3099;3234,39;1277
Moraleja de Enmedio;2020/11/03 10:02:00;;;44;856,7;281;5471,18;894
Valdaracete;2020/11/03 10:02:00;;;;656,81;45;7389,16;1551
Pozuelo del Rey;2020/11/03 10:02:00;;;;174,37;21;1830,86;1163
Perales de Tajuña;2020/11/03 10:02:00;;;13;442,93;135;4599,66;1104
Valdemorillo;2020/11/03 10:02:00;;;29;231,67;358;2859,88;1603
Navalafuente;2020/11/03 10:02:00;;;;276,05;48;3312,63;941
Velilla de San Antonio;2020/11/03 10:02:00;;;34;277,87;471;3849,3;1678
Villanueva de la Cañada;2020/11/03 10:02:00;;;107;498,95;672;3133,6;1760
Villanueva del Pardillo;2020/11/03 10:02:00;;;47;273,57;522;3038,42;1776
Nuevo Baztán;2020/11/03 10:02:00;;;10;159,34;220;3505,42;1006
Villamantilla;2020/11/03 10:02:00;;;5;346,98;37;2567,66;1757
Villamanta;2020/11/03 10:02:00;;;;39,14;88;3444,23;1744
Cabanillas de la Sierra;2020/11/03 10:02:00;;;;396,83;44;5820,11;297
Cenicientos;2020/11/03 10:02:00;;;;196,75;93;4574,52;376
Puentes Viejas;2020/11/03 10:02:00;;;;294,55;16;2356,41;9020
Aranjuez;2020/11/03 10:02:00;;;217;364,05;2447;4105,22;133
Cercedilla;2020/11/03 10:02:00;;;23;327,36;329;4682,61;382
Santorcaz;2020/11/03 10:02:00;;;5;564,33;32;3611,74;1369
Coslada;2020/11/03 10:02:00;;;400;489,83;3870;4739,1;493
Morata de Tajuña;2020/11/03 10:02:00;;;22;286,35;435;5661,85;915
Robregordo;2020/11/03 10:02:00;;;;0;;1724,14;1261
Navarredonda y San Mamés;2020/11/03 10:02:00;;;;775,19;6;4651,16;973
Venturada;2020/11/03 10:02:00;;;13;601,02;84;3883,5;1697
Navacerrada;2020/11/03 10:02:00;;;26;874,83;95;3196,5;936
Montejo de la Sierra;2020/11/03 10:02:00;;;;566,57;15;4249,29;881
Fresno de Torote;2020/11/03 10:02:00;;;8;360,2;53;2386,31;571
Pinilla del Valle;2020/11/03 10:02:00;;;;0;;523,56;1126
Valdemaqueda;2020/11/03 10:02:00;;;;128,04;21;2688,86;1599
Navas del Rey;2020/11/03 10:02:00;;;;137,08;133;4557,92;992
Olmeda de las Fuentes;2020/11/03 10:02:00;;;;0;10;2873,56;1013
Bustarviejo;2020/11/03 10:02:00;;;;159,81;34;1358,37;284
Becerril de la Sierra;2020/11/03 10:02:00;;;24;420,02;172;3010,15;186
Fuenlabrada;2020/11/03 10:02:00;;;665;343,31;9803;5060,92;587
Garganta de los Montes;2020/11/03 10:02:00;;;;576,37;6;1729,11;626
Pinto;2020/11/03 10:02:00;;;215;409,32;1846;3514,45;1132
Alameda del Valle;2020/11/03 10:02:00;;;;0;;500;35
Berzosa del Lozoya;2020/11/03 10:02:00;;;;0;8;3902,44;203
Los Santos de la Humosa;2020/11/03 10:02:00;;;;115,83;73;2818,53;1375
El Álamo;2020/11/03 10:02:00;;;36;380,15;346;3653,64;40
Pelayos de la Presa;2020/11/03 10:02:00;;;11;423,73;109;4198,77;1090
Galapagar;2020/11/03 10:02:00;;;196;580,88;1486;4404,01;611
Griñón;2020/11/03 10:02:00;;;42;407,02;519;5029,56;663
Gargantilla del Lozoya y Pinilla de Buitrago;2020/11/03 10:02:00;;;;1265,82;11;3481,01;632
Aldea del Fresno;2020/11/03 10:02:00;;;6;211,42;136;4792,11;88
Carabaña;2020/11/03 10:02:00;;;33;1641,79;96;4776,12;357
Talamanca de Jarama;2020/11/03 10:02:00;;;18;466,68;172;4459,42;1454
Chapinería;2020/11/03 10:02:00;;;;171,82;56;2405,5;513
Ciempozuelos;2020/11/03 10:02:00;;;114;463,57;953;3875,24;409
Ajalvir;2020/11/03 10:02:00;;;8;169,78;115;2440,58;29
San Lorenzo de El Escorial;2020/11/03 10:02:00;;;61;332,08;600;3266,37;1317
Gascones;2020/11/03 10:02:00;;;;0;;1036,27;647
San Martín de la Vega;2020/11/03 10:02:00;;;73;380,8;704;3672,4;1322
Móstoles;2020/11/03 10:02:00;;;741;354,23;8882;4246,02;920
Leganés;2020/11/03 10:02:00;;;422;222,27;8902;4688,69;745
Braojos;2020/11/03 10:02:00;;;;0;13;6341,46;246
Cubas de la Sagra;2020/11/03 10:02:00;;;21;327,46;286;4459,69;506
Algete;2020/11/03 10:02:00;;;85;412,4;877;4255,01;91
Mejorada del Campo;2020/11/03 10:02:00;;;100;429,66;937;4025,95;843
Loeches;2020/11/03 10:02:00;;;17;193,38;312;3549,08;758
Parla;2020/11/03 10:02:00;;;401;308,17;7556;5806,77;1065
Fuentidueña de Tajo;2020/11/03 10:02:00;;;12;584,51;104;5065,76;604
Ambite;2020/11/03 10:02:00;;;;0;28;4729,73;112
Torremocha de Jarama;2020/11/03 10:02:00;;;;196,27;34;3336,6;1533
Anchuelo;2020/11/03 10:02:00;;;;0;25;1966,96;127
Los Molinos;2020/11/03 10:02:00;;;16;364,55;218;4966,96;875
Soto del Real;2020/11/03 10:02:00;;;18;204,57;213;2420,73;1441
Valverde de Alcalá;2020/11/03 10:02:00;;;;430,11;17;3655,91;1662
Fuente el Saz de Jarama;2020/11/03 10:02:00;;;30;448,03;333;4973,12;590
Horcajo de la Sierra-Aoslos;2020/11/03 10:02:00;;;;0;6;4137,93;702
Valdeolmos-Alalpardo;2020/11/03 10:02:00;;;22;531,91;144;3481,62;1625
Campo Real;2020/11/03 10:02:00;;;31;499,19;298;4798,71;339
Valdeavero;2020/11/03 10:02:00;;;;257,4;28;1801,8;1564
Villamanrique de Tajo;2020/11/03 10:02:00;;;;568,99;18;2560,46;1739
Cobeña;2020/11/03 10:02:00;;;21;282,71;313;4213,79;416
Fresnedillas de la Oliva;2020/11/03 10:02:00;;;;127,23;43;2735,37;565
Valdilecha;2020/11/03 10:02:00;;;;136,38;157;5352,88;1659
El Berrueco;2020/11/03 10:02:00;;;;394,74;49;6447,37;210
Pezuela de las Torres;2020/11/03 10:02:00;;;6;712,59;22;2612,83;1111
Villar del Olmo;2020/11/03 10:02:00;;;;198,91;57;2834,41;1795
Guadarrama;2020/11/03 10:02:00;;;86;536,43;730;4553,39;685
San Martín de Valdeiglesias;2020/11/03 10:02:00;;;54;638,37;373;4409,5;1338
Torrelodones;2020/11/03 10:02:00;;;76;320,45;851;3588,14;1527
Boadilla del Monte;2020/11/03 10:02:00;;;145;265,71;1459;2673,63;225
Torrejón de Velasco;2020/11/03 10:02:00;;;12;273,85;172;3925,15;1505
Villanueva de Perales;2020/11/03 10:02:00;;;5;319,9;27;1727,45;1782
Tielmes;2020/11/03 10:02:00;;;12;452,83;168;6339,62;1467
San Sebastián de los Reyes;2020/11/03 10:02:00;;;357;399,88;4027;4510,73;1343
Guadalix de la Sierra;2020/11/03 10:02:00;;;28;450,6;207;3331,19;679
Humanes de Madrid;2020/11/03 10:02:00;;;66;334,3;1094;5541,2;730
Chinchón;2020/11/03 10:02:00;;;31;581,5;187;3507,78;528
Cadalso de los Vidrios;2020/11/03 10:02:00;;;8;263,24;65;2138,86;318
Hoyo de Manzanares;2020/11/03 10:02:00;;;40;474,27;232;2750,77;724
Torrejón de la Calzada;2020/11/03 10:02:00;;;24;270,51;357;4023,9;1492
Estremera;2020/11/03 10:02:00;;;6;476,19;44;3492,06;552
Corpa;2020/11/03 10:02:00;;;;0;16;2244,04;480
Meco;2020/11/03 10:02:00;;;22;153,79;408;2852,15;838
Madarcos;2020/11/03 10:02:00;;;;2083,33;;8333,33;783
Zarzalejo;2020/11/03 10:02:00;;;;60,31;75;4523,52;1837
Arganda del Rey;2020/11/03 10:02:00;;;245;442,33;2391;4316,74;148
Collado Mediano;2020/11/03 10:02:00;;;17;244,32;187;2687,55;468
Daganzo de Arriba;2020/11/03 10:02:00;;;21;205,78;289;2831,95;534
Manzanares El Real;2020/11/03 10:02:00;;;34;384,62;289;3269,23;822
Buitrago del Lozoya;2020/11/03 10:02:00;;;7;371,55;74;3927,81;278
Valdelaguna;2020/11/03 10:02:00;;;5;533,62;29;3094,98;1570
Valdepiélagos;2020/11/03 10:02:00;;;;513,7;21;3595,89;1631
Casarrubuelos;2020/11/03 10:02:00;;;;79,41;149;3943,89;360
Miraflores de la Sierra;2020/11/03 10:02:00;;;16;261,95;165;2701,38;856
Paracuellos de Jarama;2020/11/03 10:02:00;;;77;304,72;797;3154,06;1049
El Vellón;2020/11/03 10:02:00;;;;51,07;94;4800,82;1684
Lozoya;2020/11/03 10:02:00;;;7;1204,82;12;2065,4;761
Collado Villalba;2020/11/03 10:02:00;;;374;587,32;2887;4533,68;474
Colmenarejo;2020/11/03 10:02:00;;;20;219,06;281;3077,77;442
Villavieja del Lozoya;2020/11/03 10:02:00;;;;0;;1185,77;1821
Prádena del Rincón;2020/11/03 10:02:00;;;;0;;854,7;1179
La Cabrera;2020/11/03 10:02:00;;;11;412,45;115;4311,96;301
Sevilla la Nueva;2020/11/03 10:02:00;;;32;343,42;341;3659,58;1415
Redueña;2020/11/03 10:02:00;;;;0;6;2307,69;1219
Robledillo de la Jara;2020/11/03 10:02:00;;;;1250;7;8750;1245
La Serna del Monte;2020/11/03 10:02:00;;;;0;;4938,27;1381
Colmenar de Oreja;2020/11/03 10:02:00;;;69;859,06;281;3498,51;437
Rozas de Puerto Real;2020/11/03 10:02:00;;;;188,68;20;3773,58;1283
Valdemanco;2020/11/03 10:02:00;;;;218,82;21;2297,59;1586
Brunete;2020/11/03 10:02:00;;;38;353,95;338;3148,29;262
Titulcia;2020/11/03 10:02:00;;;7;533,13;33;2513,33;1473
Villa del Prado;2020/11/03 10:02:00;;;9;138,04;461;7070,55;1718
Lozoyuela-Navas-Sieteiglesias;2020/11/03 10:02:00;;;7;538,88;41;3156,27;9015
Quijorna;2020/11/03 10:02:00;;;13;378,02;112;3256,76;1198
Valdemoro;2020/11/03 10:02:00;;;221;290,85;2441;3212,56;1610
Tres Cantos;2020/11/03 10:02:00;;;117;245,17;1363;2856,13;9036
Torrelaguna;2020/11/03 10:02:00;;;19;399,16;241;5063,03;1512
Rivas-Vaciamadrid;2020/11/03 10:02:00;;;252;285,88;3175;3601,82;1230
El Atazar;2020/11/03 10:02:00;;;;0;;1123,6;164
Pedrezuela;2020/11/03 10:02:00;;;26;441,28;195;3309,57;1087
Santa María de la Alameda;2020/11/03 10:02:00;;;;79,74;31;2472,09;1356
Horcajuelo de la Sierra;2020/11/03 10:02:00;;;;0;;1162,79;719
Arroyomolinos;2020/11/03 10:02:00;;;90;286,66;879;2799,72;151
Moralzarzal;2020/11/03 10:02:00;;;86;660,22;432;3316,44;908
Canencia;2020/11/03 10:02:00;;;7;1566;24;5369,13;344
Villarejo de Salvanés;2020/11/03 10:02:00;;;47;640,76;353;4812,54;1809
Serranillos del Valle;2020/11/03 10:02:00;;;;48,02;168;4033,61;1408
Villaviciosa de Odón;2020/11/03 10:02:00;;;90;323,33;796;2859,71;1816
Camarma de Esteruelas;2020/11/03 10:02:00;;;11;149,95;153;2085,61;323
Robledo de Chavela;2020/11/03 10:02:00;;;18;421,55;115;2693,21;1258
Patones;2020/11/03 10:02:00;;;;184,84;28;5175,6;1071
Navalagamella;2020/11/03 10:02:00;;;9;344,83;105;4022,99;954
Rascafría;2020/11/03 10:02:00;;;6;360,58;49;2944,71;1202
El Boalo;2020/11/03 10:02:00;;;40;532,77;282;3755,99;231
Majadahonda;2020/11/03 10:02:00;;;372;517,92;3317;4618,1;800
Batres;2020/11/03 10:02:00;;;;0;39;2315,91;170
Alcobendas;2020/11/03 10:02:00;;;379;323,82;6306;5387,9;66
Alcalá de Henares;2020/11/03 10:02:00;;;493;251,98;7302;3732,19;53
Colmenar Viejo;2020/11/03 10:02:00;;;195;384,22;2236;4405,74;455
San Fernando de Henares;2020/11/03 10:02:00;;;142;360,11;1679;4257,96;1300
Villalbilla;2020/11/03 10:02:00;;;20;144,11;328;2363,45;1723
El Escorial;2020/11/03 10:02:00;;;48;296,99;520;3217,42;549
Colmenar del Arroyo;2020/11/03 10:02:00;;;;173,91;97;5623,19;421
Torrejón de Ardoz;2020/11/03 10:02:00;;;375;285,44;6423;4889,02;1489
Piñuécar-Gandullas;2020/11/03 10:02:00;;;;540,54;5;2702,7;1147
Brea de Tajo;2020/11/03 10:02:00;;;15;2862,6;44;8396,95;259
El Molar;2020/11/03 10:02:00;;;25;279,7;309;3457,15;869
Belmonte de Tajo;2020/11/03 10:02:00;;;;240,38;40;2403,85;199
Torres de la Alameda;2020/11/03 10:02:00;;;16;205,68;300;3856,54;1548
Somosierra;2020/11/03 10:02:00;;;;0;;2325,58;1436
Alpedrete;2020/11/03 10:02:00;;;75;514,58;545;3739,28;105
Orusco de Tajuña;2020/11/03 10:02:00;;;;160,77;58;4662,38;1028
La Hiruela;2020/11/03 10:02:00;;;;0;;3508,77;698
Cervera de Buitrago;2020/11/03 10:02:00;;;;0;9;6000;395
Getafe;2020/11/03 10:02:00;;;437;238,31;7886;4300,5;650
Ribatejada;2020/11/03 10:02:00;;;;0;17;2171,14;1224
Villaconejos;2020/11/03 10:02:00;;;23;678,87;141;4161,75;1701
Valdetorres de Jarama;2020/11/03 10:02:00;;;9;200,13;105;2334,89;1646
Puebla de la Sierra;2020/11/03 10:02:00;;;;0;;0;
La Acebeda;2020/11/03 10:02:00;;;;0;;0;
Pozuelo de Alarcón;2020/11/03 10:02:00;;;271;313,58;3269;3782,6;1150
Madrid-Retiro;2020/10/27 10:02:00;;;424;355,36;5012;4200,57;79603
Madrid-Salamanca;2020/10/27 10:02:00;;;600;410,67;6090;4168,26;79604
Madrid-Centro;2020/10/27 10:02:00;;;496;367,82;6100;4523,61;79601
Madrid-Arganzuela;2020/10/27 10:02:00;;;524;340,7;6670;4336,72;79602
Madrid-Chamartín;2020/10/27 10:02:00;;;577;395,61;5826;3994,54;79605
Madrid-Tetuán;2020/10/27 10:02:00;;;672;425,25;7537;4769,56;79606
Madrid-Chamberí;2020/10/27 10:02:00;;;641;459,9;5817;4173,51;79607
Madrid-Fuencarral-El Pardo;2020/10/27 10:02:00;;;860;349,68;9384;3815,58;79608
Madrid-Moncloa-Aravaca;2020/10/27 10:02:00;;;713;597,06;5177;4335,16;79609
Madrid-Latina;2020/10/27 10:02:00;;;757;317,78;11762;4937,49;79610
Madrid-Carabanchel;2020/10/27 10:02:00;;;863;340,97;14820;5855,42;79611
Madrid-Usera;2020/10/27 10:02:00;;;512;366,39;8992;6434,76;79612
Madrid-Puente de Vallecas;2020/10/27 10:02:00;;;1111;473,05;17534;7465,82;79613
Madrid-San Blas - Canillejas;2020/10/27 10:02:00;;;571;361,07;7052;4459,28;79620
Madrid-Barajas;2020/10/27 10:02:00;;;147;300,34;1788;3653,08;79621
Madrid-Moratalaz;2020/10/27 10:02:00;;;453;479,01;4781;5055,51;79614
Madrid-Ciudad Lineal;2020/10/27 10:02:00;;;904;417,97;10581;4892,18;79615
Madrid-Hortaleza;2020/10/27 10:02:00;;;671;356,56;6861;3645,84;79616
Madrid-Villaverde;2020/10/27 10:02:00;;;583;391,42;9254;6212,99;79617
Madrid-Villa de Vallecas;2020/10/27 10:02:00;;;434;393,24;5617;5089,48;79618
Madrid-Vicálvaro;2020/10/27 10:02:00;;;233;323,2;3432;4760,65;79619
Alcorcón;2020/10/27 10:02:00;;;537;314,93;7002;4106,41;72
Navalcarnero;2020/10/27 10:02:00;;;87;296,95;829;2829,54;967
San Agustín del Guadalix;2020/10/27 10:02:00;;;50;373,72;530;3961,43;1296
Las Rozas de Madrid;2020/10/27 10:02:00;;;434;452,96;2897;3023,57;1277
Moraleja de Enmedio;2020/10/27 10:02:00;;;78;1518,69;267;5198,6;894
Valdaracete;2020/10/27 10:02:00;;;7;1149,43;43;7060,76;1551
Pozuelo del Rey;2020/10/27 10:02:00;;;;87,18;20;1743,68;1163
Perales de Tajuña;2020/10/27 10:02:00;;;7;238,5;121;4122,66;1104
Valdemorillo;2020/10/27 10:02:00;;;37;295,57;343;2740,05;1603
Navalafuente;2020/10/27 10:02:00;;;;0;44;3036,58;941
Velilla de San Antonio;2020/10/27 10:02:00;;;33;269,7;453;3702,19;1678
Villanueva de la Cañada;2020/10/27 10:02:00;;;96;447,66;617;2877,13;1760
Villanueva del Pardillo;2020/10/27 10:02:00;;;52;302,68;500;2910,36;1776
Nuevo Baztán;2020/10/27 10:02:00;;;21;334,61;215;3425,75;1006
Villamantilla;2020/10/27 10:02:00;;;;277,59;31;2151,28;1757
Villamanta;2020/10/27 10:02:00;;;;78,28;87;3405,09;1744
Cabanillas de la Sierra;2020/10/27 10:02:00;;;;396,83;42;5555,56;297
Cenicientos;2020/10/27 10:02:00;;;5;245,94;89;4377,77;376
Puentes Viejas;2020/10/27 10:02:00;;;;147,28;15;2209,13;9020
Aranjuez;2020/10/27 10:02:00;;;226;379,15;2329;3907,26;133
Cercedilla;2020/10/27 10:02:00;;;35;498,15;316;4497,58;382
Santorcaz;2020/10/27 10:02:00;;;;451,47;28;3160,27;1369
Coslada;2020/10/27 10:02:00;;;372;455,54;3674;4499,09;493
Morata de Tajuña;2020/10/27 10:02:00;;;46;598,72;424;5518,68;915
Robregordo;2020/10/27 10:02:00;;;;1724,14;;1724,14;1261
Navarredonda y San Mamés;2020/10/27 10:02:00;;;;0;5;3875,97;973
Venturada;2020/10/27 10:02:00;;;6;277,39;74;3421,17;1697
Navacerrada;2020/10/27 10:02:00;;;12;403,77;78;2624,5;936
Montejo de la Sierra;2020/10/27 10:02:00;;;;283,29;14;3966,01;881
Fresno de Torote;2020/10/27 10:02:00;;;6;270,15;51;2296,26;571
Pinilla del Valle;2020/10/27 10:02:00;;;;0;;523,56;1126
Valdemaqueda;2020/10/27 10:02:00;;;;128,04;20;2560,82;1599
Navas del Rey;2020/10/27 10:02:00;;;5;171,35;130;4455,11;992
Olmeda de las Fuentes;2020/10/27 10:02:00;;;;0;10;2873,56;1013
Bustarviejo;2020/10/27 10:02:00;;;5;199,76;33;1318,42;284
Becerril de la Sierra;2020/10/27 10:02:00;;;22;385,02;157;2747,64;186
Fuenlabrada;2020/10/27 10:02:00;;;747;385,65;9462;4884,87;587
Garganta de los Montes;2020/10/27 10:02:00;;;;0;;1152,74;626
Pinto;2020/10/27 10:02:00;;;247;470,24;1737;3306,93;1132
Alameda del Valle;2020/10/27 10:02:00;;;;0;;500;35
Berzosa del Lozoya;2020/10/27 10:02:00;;;;0;8;3902,44;203
Los Santos de la Humosa;2020/10/27 10:02:00;;;;115,83;71;2741,31;1375
El Álamo;2020/10/27 10:02:00;;;38;401,27;332;3505,81;40
Pelayos de la Presa;2020/10/27 10:02:00;;;;154,08;99;3813,56;1090
Galapagar;2020/10/27 10:02:00;;;168;497,9;1361;4033,55;611
Griñón;2020/10/27 10:02:00;;;26;251,96;491;4758,21;663
Gargantilla del Lozoya y Pinilla de Buitrago;2020/10/27 10:02:00;;;;0;7;2215,19;632
Aldea del Fresno;2020/10/27 10:02:00;;;;140,94;132;4651,16;88
Carabaña;2020/10/27 10:02:00;;;;199;64;3184,08;357
Talamanca de Jarama;2020/10/27 10:02:00;;;27;700,03;165;4277,94;1454
Chapinería;2020/10/27 10:02:00;;;;42,96;53;2276,63;513
Ciempozuelos;2020/10/27 10:02:00;;;78;317,18;881;3582,47;409
Ajalvir;2020/10/27 10:02:00;;;11;233,45;115;2440,58;29
San Lorenzo de El Escorial;2020/10/27 10:02:00;;;108;587,95;567;3086,72;1317
Gascones;2020/10/27 10:02:00;;;;0;;1036,27;647
San Martín de la Vega;2020/10/27 10:02:00;;;67;349,5;663;3458,53;1322
Móstoles;2020/10/27 10:02:00;;;808;386,26;8528;4076,79;920
Leganés;2020/10/27 10:02:00;;;548;288,63;8707;4585,99;745
Braojos;2020/10/27 10:02:00;;;;487,8;13;6341,46;246
Cubas de la Sagra;2020/10/27 10:02:00;;;18;280,68;274;4272,57;506
Algete;2020/10/27 10:02:00;;;86;417,25;843;4090,05;91
Mejorada del Campo;2020/10/27 10:02:00;;;97;416,77;882;3789,64;843
Loeches;2020/10/27 10:02:00;;;27;307,13;299;3401,21;758
Parla;2020/10/27 10:02:00;;;523;401,92;7356;5653,07;1065
Fuentidueña de Tajo;2020/10/27 10:02:00;;;10;487,09;98;4773,5;604
Ambite;2020/10/27 10:02:00;;;;0;28;4729,73;112
